LDCS,LDCS_name,JACS,JACS specific title,CAH1 code,CAH1 name,CAH2 code,CAH2 name,CAH3 code,CAH3 name
DD.12,philosophy of religion,V590,Philosophy not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DD.13,systematic theology,V610,Theology,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.14,applied / practical theology,V610,Theology,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.15,comparative religion,V627,Comparative religious studies,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.2,Christian religious studies,V621,Christian studies,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.21,Christian ethics,V621,Christian studies,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.22,biblical studies (Christian),V641,The Bible & Christian texts,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.3,Islamic religious studies,V622,Islamic studies,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.4,Jewish religious studies,V623,Judaism,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.5,Asian religious studies,V626,Other Asian religious studies,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.51,Buddhism,V625,Buddhism,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.52,Hinduism,V624,Hinduism,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.54,Sikhism,V626,Other Asian religious studies,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.56,Confucianism,V626,Other Asian religious studies,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.57,Taoism,V626,Other Asian religious studies,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.6,African religious studies,V690,Theology & religious studies not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.7,Australasian religious studies,V690,Theology & religious studies not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.8,Americas: religious studies,V690,Theology & religious studies not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.9,pastoral studies,V650,Pastoral studies,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.91,ministry (religion),V600,Theology & religious studies,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DE.,PHILOSOPHY,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.1,philosophy (theory),V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.11,philosophical problems,V520,Moral philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.12,history of philosophy,V390,History by topic not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DE.121,medieval philosophy,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.13,history of ideas,V390,History by topic not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DE.2,metaphysics,V510,Metaphysics,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.21,ontology,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.22,aesthetics,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.23,philosophy of mind,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.3,epistemology,V511,Epistemology,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.4,ethics,V520,Moral philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.41,moral philosophy,V520,Moral philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.42,social philosophy,V540,Social philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.421,social ethics,V540,Social philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.5,philosophical method,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.51,logic (philosophy),V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.53,linguistic philosophy / analysis,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.6,philosophical systems / philosophers,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.63,existentialism,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.64,phenomenology,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.7,philosophy of specific areas / cultures,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.8,classical philosophy,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.81,Greek classical philosophy,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DE.82,Chinese classical philosophy,V500,Philosophy,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DF.,CLASSICS,Q990,"Linguistics, classics & related subjects not elsewhere classified",CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
E,POLITICS / ECONOMICS / LAW / SOCIAL SCIENCES,L300,Sociology,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-02,Sociology
EA.,GOVERNMENT / POLITICS,L290,Politics not elsewhere classified,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.1,government / parliamentary studies,L230,UK government/parliamentary studies,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.11,parliamentary studies,L230,UK government/parliamentary studies,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.12,local government studies,L231,Public administration,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.2,politics,L200,Politics,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.21,political philosophies,L210,Political theories,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.22,political systems,L220,Political systems,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.3,EA.3,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
EA.4,policy studies,L290,Politics not elsewhere classified,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.5,trade union studies,L290,Politics not elsewhere classified,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.6,international politics,L240,International politics,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.61,diplomatic studies,L290,Politics not elsewhere classified,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.62,environmental (green) studies,L290,Politics not elsewhere classified,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.63,development politics,L290,Politics not elsewhere classified,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.7,strategic studies,L251,Strategic studies,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.71,peace studies,L252,War & peace studies,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.72,defence studies,L290,Politics not elsewhere classified,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.73,war studies,L252,War & peace studies,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.74,international relations,L250,International relations,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.8,United Kingdom: government / politics,L230,UK government/parliamentary studies,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.81,England: government / politics,L230,UK government/parliamentary studies,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.82,Northern Ireland: government / politics,L230,UK government/parliamentary studies,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.83,Scotland: government / politics,L230,UK government/parliamentary studies,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.84,Wales: government / politics,L230,UK government/parliamentary studies,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.9,politics of specific areas / countries,L243,Politics of a specific country/region,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.91,European Union politics,L241,European Union politics,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.92,Europe: politics,L240,International politics,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.93,Middle East: politics,L243,Politics of a specific country/region,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.94,Africa: politics,L243,Politics of a specific country/region,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.95,Americas: politics,L243,Politics of a specific country/region,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.952,North America: politics,L243,Politics of a specific country/region,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.96,Asia: politics,L243,Politics of a specific country/region,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
EA.97,Australasia / Austronesia: politics,L243,Politics of a specific country/region,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
